Número (DOC);Série (DOC);Última Entrega;Data (OCOR);Descrição (OCOR);Remetente (cnpj/cpf)
000063093;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063170;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063188;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063245;001;;28/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063322;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063080;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063135;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063162;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063205;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063259;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063317;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063064;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063130;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063186;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063201;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063247;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063312;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063302;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063073;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063126;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063183;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063179;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063240;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063308;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063068;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063117;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063178;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063174;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063236;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063104;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063151;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063166;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063222;001;23/09/2020;23/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063273;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063099;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063146;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063165;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063207;001;23/09/2020;23/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063276;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063079;001;02/09/2020;02/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063139;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063142;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063145;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063187;001;23/09/2020;23/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063285;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063066;001;02/09/2020;02/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063122;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063153;001;14/09/2020;14/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063123;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063132;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063288;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063038;001;02/09/2020;02/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063118;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063157;001;14/09/2020;14/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063196;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063226;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063282;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063086;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063108;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063160;001;14/09/2020;14/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063192;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063217;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063326;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063082;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063138;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063164;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063213;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063262;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063320;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063077;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063134;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063152;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063204;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063258;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063314;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063293;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063072;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063129;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063185;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063200;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063243;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063303;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063071;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063125;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063182;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063177;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063239;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063106;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063113;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063176;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063173;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063269;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063101;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063150;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063161;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063209;001;23/09/2020;23/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063274;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063095;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063144;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063156;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063206;001;23/09/2020;23/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063277;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063075;001;02/09/2020;02/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063137;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063140;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063128;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063235;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063286;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063054;001;02/09/2020;02/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063121;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063154;001;14/09/2020;14/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063198;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063229;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063294;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063037;001;02/09/2020;02/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063116;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063158;001;14/09/2020;14/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063194;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063225;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063266;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063085;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063094;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063172;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063191;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063216;001;;24/09/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063325;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063081;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063136;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063163;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063212;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063260;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063319;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063076;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063131;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063141;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063202;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063248;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063313;001;;05/10/2020;PROCESSO DE TRANSPORTE JÁ INICIADO;59609123001815
000063295;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063067;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063127;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063184;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063181;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063241;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063306;001;02/10/2020;02/10/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063070;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063119;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063180;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063175;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063238;001;28/09/2020;28/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063105;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063112;001;09/09/2020;09/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063169;001;16/09/2020;16/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063171;001;21/09/2020;21/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063272;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063100;001;04/09/2020;04/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063147;001;11/09/2020;11/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063167;001;18/09/2020;18/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063208;001;23/09/2020;23/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
000063275;001;30/09/2020;30/09/2020;ENTREGA REALIZADA NORMALMENTE;59609123001815
